ClientName,OwnerRepo,GitHubOwnerRepo,LibraryOld,LibraryNew,CommitSha,ClientMethod,ExternalCall
TopicModelingTool,senderle/topic-modeling-tool,github.com/senderle/topic-modeling-tool,junit-4.11,junit-4.13.2,3a9b468a03ec1a159569135569e49cb20d5ac1ee,<cc.mallet.extract.test.TestDocumentExtraction: void main(java.lang.String[])>,<junit.textui.TestRunner: junit.framework.TestResult run(junit.framework.Test)>
TopicModelingTool,senderle/topic-modeling-tool,github.com/senderle/topic-modeling-tool,junit-4.11,junit-4.13.2,3a9b468a03ec1a159569135569e49cb20d5ac1ee,<cc.mallet.cluster.iterator.tests.TestIterators: void main(java.lang.String[])>,<junit.textui.TestRunner: junit.framework.TestResult run(junit.framework.Test)>
TopicModelingTool,senderle/topic-modeling-tool,github.com/senderle/topic-modeling-tool,junit-4.11,junit-4.13.2,3a9b468a03ec1a159569135569e49cb20d5ac1ee,<cc.mallet.cluster.evaluate.tests.TestClusteringEvaluators: void main(java.lang.String[])>,<junit.textui.TestRunner: junit.framework.TestResult run(junit.framework.Test)>
TopicModelingTool,senderle/topic-modeling-tool,github.com/senderle/topic-modeling-tool,junit-4.11,junit-4.13.2,3a9b468a03ec1a159569135569e49cb20d5ac1ee,<cc.mallet.classify.tests.TestStaticParameters: void main(java.lang.String[])>,<junit.textui.TestRunner: junit.framework.TestResult run(junit.framework.Test)>
TopicModelingTool,senderle/topic-modeling-tool,github.com/senderle/topic-modeling-tool,junit-4.11,junit-4.13.2,3a9b468a03ec1a159569135569e49cb20d5ac1ee,<cc.mallet.classify.tests.TestNaiveBayes: void main(java.lang.String[])>,<junit.textui.TestRunner: junit.framework.TestResult run(junit.framework.Test)>
TopicModelingTool,senderle/topic-modeling-tool,github.com/senderle/topic-modeling-tool,junit-4.11,junit-4.13.2,3a9b468a03ec1a159569135569e49cb20d5ac1ee,<cc.mallet.classify.tests.TestMaxEntTrainer: void main(java.lang.String[])>,<junit.textui.TestRunner: junit.framework.TestResult run(junit.framework.Test)>
TopicModelingTool,senderle/topic-modeling-tool,github.com/senderle/topic-modeling-tool,junit-4.11,junit-4.13.2,3a9b468a03ec1a159569135569e49cb20d5ac1ee,<cc.mallet.classify.tests.TestClassifiers: void main(java.lang.String[])>,<junit.textui.TestRunner: junit.framework.TestResult run(junit.framework.Test)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.AverageCommentLengthByHour: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.AverageCommentLengthByHour: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.ExistingYearPartitions: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.ExistingYearPartitions: int run(java.lang.String[])>,"<org.apache.hadoop.conf.Configuration: void set(java.lang.String,java.lang.String)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.ExistingYearPartitions: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.TopTenUsersByReputation: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.TopTenUsersByReputation: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.DistributedGrep: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.DistributedGrep: int run(java.lang.String[])>,"<org.apache.hadoop.conf.Configuration: void set(java.lang.String,java.lang.String)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.DistributedGrep: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.BloomFilterCommentsByUserId: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.BloomFilterCommentsByUserId: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.PostCommentHierarchy: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.MedianAndStandardDeviationCommentLengthByHour: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.MedianAndStandardDeviationCommentLengthByHour: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.UserIdsByReputation: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.UserIdsByReputation: int run(java.lang.String[])>,"<org.apache.hadoop.conf.Configuration: void setInt(java.lang.String,int)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.UserIdsByReputation: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.WordCount: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.WordCount: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.NumberOfUsersByState: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.NumberOfUsersByState: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.CommentCountByUser: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.CommentCountByUser: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.WikipediaExtractor: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.WikipediaExtractor: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.CommentWordCount: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.CommentWordCount: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.UsersWhoHaveMadeComments: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.UsersWhoHaveMadeComments: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.SimpleRandomSampling: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.SimpleRandomSampling: int run(java.lang.String[])>,"<org.apache.hadoop.conf.Configuration: void setFloat(java.lang.String,float)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.SimpleRandomSampling: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.BloomFilter: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.BloomFilter: int run(java.lang.String[])>,"<org.apache.hadoop.mapreduce.lib.output.FileOutputFormat: void setOutputPath(org.apache.hadoop.mapreduce.Job,org.apache.hadoop.fs.Path)>"
mrdpatterns-1.0-SNAPSHOT,cfeduke/mrdpatterns,github.com/cfeduke/mrdpatterns,hadoop-core-1.1.1,hadoop-core-1.2.1,,<com.deploymentzone.mrdpatterns.QuestionAnswerBuilder: int run(java.lang.String[])>,<org.apache.hadoop.mapreduce.Job: void setJarByClass(java.lang.Class)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFSheet: org.apache.poi.hssf.usermodel.HSSFRow createRow(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.hssf.usermodel.HSSFCellStyle)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.hssf.usermodel.HSSFCellStyle)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.hssf.usermodel.HSSFCellStyle)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.hssf.usermodel.HSSFCellStyle)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.hssf.usermodel.HSSFCellStyle)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.hssf.usermodel.HSSFCellStyle)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.hssf.usermodel.HSSFCellStyle)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,"<com.hospital.uitls.ExcelUtils: void createTitle(org.apache.poi.hssf.usermodel.HSSFWorkbook,org.apache.poi.hssf.usermodel.HSSFSheet)>",<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.hssf.usermodel.HSSFCellStyle)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,<com.hospital.controller.HospitalizationController: java.lang.String getUser(javax.servlet.http.HttpServletResponse)>,<org.apache.poi.hssf.usermodel.HSSFSheet: org.apache.poi.hssf.usermodel.HSSFRow createRow(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,<com.hospital.controller.HospitalizationController: java.lang.String getUser(javax.servlet.http.HttpServletResponse)>,<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,<com.hospital.controller.HospitalizationController: java.lang.String getUser(javax.servlet.http.HttpServletResponse)>,<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,<com.hospital.controller.HospitalizationController: java.lang.String getUser(javax.servlet.http.HttpServletResponse)>,<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,<com.hospital.controller.HospitalizationController: java.lang.String getUser(javax.servlet.http.HttpServletResponse)>,<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,<com.hospital.controller.HospitalizationController: java.lang.String getUser(javax.servlet.http.HttpServletResponse)>,<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,<com.hospital.controller.HospitalizationController: java.lang.String getUser(javax.servlet.http.HttpServletResponse)>,<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,<com.hospital.controller.HospitalizationController: java.lang.String getUser(javax.servlet.http.HttpServletResponse)>,<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,<com.hospital.controller.HospitalizationController: java.lang.String getUser(javax.servlet.http.HttpServletResponse)>,<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,<com.hospital.controller.HospitalizationController: java.lang.String getUser(javax.servlet.http.HttpServletResponse)>,<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.hssf.usermodel.HSSFCellStyle)>
HospitalAction-1.0,niujt/Hospital,github.com/niujt/Hospital,poi-5.2.2,poi-5.4.1,7303f8e722cf15753bfddad3408895e92d39dd42,<com.hospital.controller.HospitalizationController: java.lang.String getUser(javax.servlet.http.HttpServletResponse)>,<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.hssf.usermodel.HSSFCellStyle)>
util-0.0.1,xjs1919/util,github.com/xjs1919/util,poi-3.17,poi-5.4.1,61f9960a32a981a535edd6c8cd10382d52889370,"<com.github.xjs.util.excel.PoiExport: byte[] writeExcel(java.util.List,java.util.List)>",<org.apache.poi.hssf.usermodel.HSSFSheet: org.apache.poi.hssf.usermodel.HSSFRow createRow(int)>
util-0.0.1,xjs1919/util,github.com/xjs1919/util,poi-3.17,poi-5.4.1,61f9960a32a981a535edd6c8cd10382d52889370,"<com.github.xjs.util.excel.PoiExport: byte[] writeExcel(java.util.List,java.util.List)>",<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
util-0.0.1,xjs1919/util,github.com/xjs1919/util,poi-3.17,poi-5.4.1,61f9960a32a981a535edd6c8cd10382d52889370,"<com.github.xjs.util.excel.PoiExport: byte[] writeExcel(java.util.List,java.util.List)>",<org.apache.poi.hssf.usermodel.HSSFSheet: org.apache.poi.hssf.usermodel.HSSFRow createRow(int)>
util-0.0.1,xjs1919/util,github.com/xjs1919/util,poi-3.17,poi-5.4.1,61f9960a32a981a535edd6c8cd10382d52889370,"<com.github.xjs.util.excel.PoiExport: byte[] writeExcel(java.util.List,java.util.List)>",<org.apache.poi.hssf.usermodel.HSSFRow: org.apache.poi.hssf.usermodel.HSSFCell createCell(int)>
